address,cover_alt,cover_src,description,latitude,link,longitude,price,price_currency,price_for,price_specification,recommended_unit,recommended_bed,score,score_aggregate,score_reviews,suburb,title
"388 Lonsdale Street, 3000 Melbourne, Australia",Brady Apartment Hotel Hardware Lane,https://cf.bstatic.com/xdata/images/hotel/square600/391482944.webp?k=4093735ff11c634085c59fdd7c0d750080c6e79f0bb669fbe7a372f6a325f9a0&o=,"Boasting a fitness centre, Brady Apartment Hotel Hardware Lane is situated in the centre of Melbourne, 500 metres from Melbourne City Conference Centre. This 4-star hotel offers a 24-hour front desk, a concierge service and free WiFi. Some rooms at the property have a terrace with a city view.

The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a fridge, a dishwasher, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At Brady Apartment Hotel Hardware Lane the rooms include bed linen and towels.

Popular points of interest near the accommodation include State Library of Victoria, Block Arcade Melbourne and Melbourne Central Station. The nearest airport is Essendon Fields Airport, 11 km from Brady Apartment Hotel Hardware Lane.",-37.812429,https://www.booking.com/hotel/au/brady-hotels-hardware-lane.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=101&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=735488701_369404380_0_0_0_547853&highlighted_blocks=735488701_369404380_0_0_0_547853&matching_block_id=735488701_369404380_0_0_0_547853&sr_pri_blocks=735488701_369404380_0_0_0_547853_44900&from_sustainable_property_sr=1&from=searchresults,144.960831,449,AUD,"1 night, 1 adult",Includes taxes and charges,One Bedroom Apartment,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•50m²,8.4,Very,2770,"Melbourne CBD, Melbourne",Brady Apartment Hotel Hardware Lane
"8 Franklin St, 3000 Melbourne, Australia",Milano Serviced Apartments,https://cf.bstatic.com/xdata/images/hotel/square600/316022015.webp?k=a79165b0e84bc6534f3d615f745fb8530f7b6c51475423296382fe374cd575ce&o=,"Featuring an indoor swimming pool, fitness centre, private cinema, tennis court and rock climbing wall, Milano offers stylish apartments in the heart of Melbourne CBD, with shopping and restaurants on your doorstep.

Milano Serviced Apartments Melbourne are just 450 metres from the Queen Victoria Market and 20 minutes’ walk from Federation Square.  RMIT University is across the road.

Each apartment has a fully equipped kitchen with oven, microwave, refrigerator and dishwasher. All separate living and dining areas include a flat-screen TV with cable channels and DVD player.

The fully equipped modern fitness centre features a sauna, heated spa pool and views over the city. Guests can relax in the club lounge or enjoy a BBQ on the rooftop terrace.

Secure covered car parking and a guest laundry service are available. There is a tram stop only 150 metres from Milano Serviced Apartments.",-37.8074486897671,https://www.booking.com/hotel/au/milano-serviced-apartments.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=36841004_93617124_4_0_0&highlighted_blocks=36841004_93617124_4_0_0&matching_block_id=36841004_93617124_4_0_0&sr_pri_blocks=36841004_93617124_4_0_0__31800&from_sustainable_property_sr=1&from=searchresults,144.96263086795807,318,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe Two-Bedroom Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•62m²,7.5,Good,1557,"Melbourne CBD, Melbourne",Milano Serviced Apartments
"19 Little Bourke Street, 3000 Melbourne, Australia",Laneways by Ovolo,https://cf.bstatic.com/xdata/images/hotel/square600/436114343.webp?k=e46c2eedb0e1ec05ad698b3270b98771a226443634e46b999fe42825413cc87b&o=,"Deep within the vibrant heart of Melbourne’s many tangled laneways, lives a little hotel with a big personality. An eclectic inner-city stay infused with rebel spirit that beats to a different drum.

Infused with creative flair, Laneways by Ovolo is a colourful nod (and a cheeky wink) to Melbourne’s paint-splashed streets.

With 43 Memphis-inspired rooms, tailored to the weekend adventurer and the corporate crusader, it’s the perfect spot to kick off your heels, or slip on some sneakers and hit the cobblestones.

Outside, wander art-filled arcades rich with the aroma of roasted coffee. Explore avant-garde galleries and bustling boutiques. Or catch a show in the city’s thriving theatre district.

At Laneways by Ovolo — find yourself centre stage. And lose yourself in a world of culture, cuisine and curiosity. This restaurant/bar is now closed.",-37.810728,https://www.booking.com/hotel/au/ovolo-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=42274401_91474587_2_2_0&highlighted_blocks=42274401_91474587_2_2_0&matching_block_id=42274401_91474587_2_2_0&sr_pri_blocks=42274401_91474587_2_2_0__50065&from_sustainable_property_sr=1&from=searchresults,144.97232800000006,501,AUD,"1 night, 1 adult",Includes taxes and charges,Downtown Studio,1 large double bed,8.8,Fabulous,575,"Melbourne CBD, Melbourne",Laneways by Ovolo
"585 La Trobe Street, 3000 Melbourne, Australia",HarbourView Apartment Hotel (now Arrow on Spencer),https://cf.bstatic.com/xdata/images/hotel/square600/83787348.webp?k=2ff5172594c2ac4c66b5b10942282271f9a44e94bd349f2133681e9fd305321c&o=,"HarbourView Apartment Hotel is located in the heart of Melbourne CBD and offers a wide range of room types from budget accommodation to spacious self-contained kitchenette serviced apartments with free WiFi in all rooms.

There are free tram stops right outside your door, allowing guests to have easy access to most of Melbourne's attractions. HarbourView Apartment Hotel is located only 22 km from Melbourne Airport and less than 10 minutes’ walk to the airport shuttle bus service from Southern Cross Station. Etihad Stadium is a 10-minute walk away.

On-site parking is subject to availability and charges apply.",-37.813172284413206,https://www.booking.com/hotel/au/harbourview-apartment.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=104&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=26230627_89979814_8_0_0_274791&highlighted_blocks=26230627_89979814_8_0_0_274791&matching_block_id=26230627_89979814_8_0_0_274791&sr_pri_blocks=26230627_89979814_8_0_0_274791_45833&from_sustainable_property_sr=1&from=searchresults,144.95177328586578,458,AUD,"1 night, 1 adult",Includes taxes and charges,Penthouse Four-Bedroom Apartment,Entire apartment•4 bedrooms•1 living room•2 bathrooms•1 kitchen•80m²,7.1,Good,3620,"Melbourne CBD, Melbourne",HarbourView Apartment Hotel (now Arrow on Spencer)
"199 William Street, 3000 Melbourne, Australia",Wyndham Hotel Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/194654644.webp?k=e28b312182ddd06ca3de3544b56314fff3e0b60aac1d02a81b8c5384510350bb&o=,"Located in the heart of Melbourne, Wyndham on William offers stylish accommodation within 10 minutes' walk of Melbourne's vibrant cafes, restaurants and bars. It features a rooftop heated pool, a fitness centre and a library.

Wyndham on William is 5 minutes' tram ride from Etihad Stadium, Festival Hall and Docklands. It is 10 minutes' walk from Queen Victoria Market. Melbourne Airport is 20 minutes' drive away. Guests can enjoy a show from one of Melbourne's iconic theatres including Princess Theatre, 10 minutes' walk away.

Each spacious apartment is air-conditioned offers modern décor. It features flat-screen TV, a refrigerator and tea and coffee making facilities. The private bathroom includes a shower.

Hotel facilities include a 24-hour front desk, meeting rooms, and a BBQ area.",-37.81449989,https://www.booking.com/hotel/au/wyndham-on-william.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=105&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=117134412_117996755_0_0_0_443650&highlighted_blocks=117134412_117996755_0_0_0_443650&matching_block_id=117134412_117996755_0_0_0_443650&sr_pri_blocks=117134412_117996755_0_0_0_443650_53010&from=searchresults,144.95747200,530,AUD,"1 night, 1 adult",Includes taxes and charges,Two Bedroom Apartment,Entire apartment•2 bedrooms•1 living room•1 bathroom•1 kitchen•47m²,8.4,Very,1767,"Melbourne CBD, Melbourne",Wyndham Hotel Melbourne
"111 Little Lonsdale Street, 3000 Melbourne, Australia",Brady Hotels Jones Lane,https://cf.bstatic.com/xdata/images/hotel/square600/512481758.webp?k=81d6bc6083032bbaaa0c23858459898e533047bbbba2ab78ae8ebf237061a041&o=,"Ideally set in Melbourne, Brady Hotels Jones Lane features air-conditioned rooms, a fitness centre, free WiFi and a terrace. This 4-star hotel offers a 24-hour front desk and a concierge service. The property is non-smoking and is situated 500 metres from Princess Theatre.

At the hotel, the rooms are fitted with a wardrobe, a flat-screen TV, a private bathroom, bed linen and towels. Each room is equipped with a safety deposit box, while some rooms also boast a balcony and others also feature city views. All rooms will provide guests with a fridge.

Popular points of interest near Brady Hotels Jones Lane include Melbourne Central Station, State Library of Victoria and Melbourne Museum. Essendon Fields Airport is 11 km from the property.",-37.809426,https://www.booking.com/hotel/au/brady-hotels-jones-lane.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=106&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=480583201_369404369_2_0_0_547852&highlighted_blocks=480583201_369404369_2_0_0_547852&matching_block_id=480583201_369404369_2_0_0_547852&sr_pri_blocks=480583201_369404369_2_0_0_547852_49400&from_sustainable_property_sr=1&from=searchresults,144.968631,494,AUD,"1 night, 1 adult",Includes taxes and charges,King Room,1 extra-large double bed,8.6,Fabulous,3340,"Melbourne CBD, Melbourne",Brady Hotels Jones Lane
"88 Flinders Street, 3000 Melbourne, Australia",Adina Apartment Hotel Melbourne Flinders Street,https://cf.bstatic.com/xdata/images/hotel/square600/558206743.webp?k=088318e7fd728354e1137df8a73e4b6665c968f6d0b905bf0ceb14e5ea572301&o=,"Situated just 200 metres from Federation Square, Adina Apartment Hotel Flinders Street offers stylish apartments in the heart of Melbourne CBD. Many have a private balcony with stunning city views. Guests receive 100MBS of free WiFi per 24 hours.

Guests can choose between open-plan studio accommodation and larger apartments with separate bedrooms, living rooms and kitchen facilities. All feature air conditioning and laundry facilities.

There is a tram stop located just outside Adina Apartment Hotel Melbourne, Flinders Street. It is a 10-minute walk to the Melbourne Cricket Ground (MCG), Rod Laver Arena and the Southbank Promenade.",-37.81604239,https://www.booking.com/hotel/au/adina-apartment-melbourne-flinders-street.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=3803301_95161950_0_0_0&highlighted_blocks=3803301_95161950_0_0_0&matching_block_id=3803301_95161950_0_0_0&sr_pri_blocks=3803301_95161950_0_0_0__85410&from_sustainable_property_sr=1&from=searchresults,144.97181743,854,AUD,"1 night, 1 adult",Includes taxes and charges,Malthouse Loft,Entire apartment•1 bedroom•1 bathroom•1 kitchen•63m²,8.8,Fabulous,2240,"Melbourne CBD, Melbourne",Adina Apartment Hotel Melbourne Flinders Street
"378 Little Bourke St, 3000 Melbourne, Australia",YTI Garden Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/111897206.webp?k=4802890d4c313de2cc9e439b81ba37a17b8a66cea1df0c1a40504db922881294&o=,"Situated in the heart of Melbourne CBD, YTI Garden Hotel offers air-conditioned accommodation with a flat-screen TV, wooden floors and large windows. Melbourne Central Station is a 5-minute walk away.

All bright and airy rooms include an en suite bathroom, a refrigerator and tea/coffee making facilities. The apartments feature well-equipped kitchens. Most rooms offer access to free WiFi.

The 24-hour reception can arrange luggage storage and laundry services. The tour desk can recommend local attractions and help guests with travel arrangements.

YTI Garden Hotel is located just 7 minutes’ walk from Chinatown. Queen Victoria Market and St. Paul’s Cathedral are each a 15-minute walk away.",-37.81360084746065,https://www.booking.com/hotel/au/city-garden-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=108&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=4362002_287386467_0_0_0&highlighted_blocks=4362002_287386467_0_0_0&matching_block_id=4362002_287386467_0_0_0&sr_pri_blocks=4362002_287386467_0_0_0__15900&from=searchresults,144.9614728242159,159,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•20m²,7.3,Good,2937,"Melbourne CBD, Melbourne",YTI Garden Hotel
"97-103 Elizabeth Street, 3000 Melbourne, Australia",ibis Budget - Melbourne CBD,https://cf.bstatic.com/xdata/images/hotel/square600/248085477.webp?k=b72e1f0cbc9ed6fcaeba7b0e87cb77ae586aee5e026b0028874a287f502be5d9&o=,"Situated in the heart of central Melbourne, just 200 metres from Bourke Street Mall, ibis Budget - Melbourne CBD offers air-conditioned rooms with a flat-screen TV and a private bathroom. Flinders Street Station is just 5 minutes’ walk away.

Located on lively Elizabeth Street, ibis Budget Melbourne is surrounded by bars, cafes, restaurants and shops. Southern Cross Station is only 1 km from the hotel.

There is a tram stop directly outside the hotel, providing easy access to the National Gallery of Victoria, Melbourne Botanical Gardens and St. Kilda Beach. St Vincent's Hospital and Carlton Exhibition Building are each a 20-minute walk away.

Reception is available 24 hours a day and laundry facilities are located on site. Each room includes alarm clock and radio. Rooms for guests with limited mobility are available on request.",-37.815865992281026,https://www.booking.com/hotel/au/formule-1-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=109&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=24621709_94363694_2_2_0&highlighted_blocks=24621709_94363694_2_2_0&matching_block_id=24621709_94363694_2_2_0&sr_pri_blocks=24621709_94363694_2_2_0__15900&from_sustainable_property_sr=1&from=searchresults,144.9637822061777,159,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Queen Room,1 large double bed,6.7,Review,4222,"Melbourne CBD, Melbourne",ibis Budget - Melbourne CBD
"67 Swanston Street, 3000 Melbourne, Australia",City Square Motel,https://cf.bstatic.com/xdata/images/hotel/square600/118835331.webp?k=49c13ea55e5dbfaa9349c8c983d7f8f70e2f0bf456896d98372dcbfd1cef8942&o=,"Located in Melbourne CBD, City Square Motel is a 3-minute walk from Flinders Street Station. Located across the city square, the motel offers rooms with a private bathroom. Free WiFi is available in all rooms and the reception area.

City Square Motel is a 7-minute walk from both Bourke Street Mall and Federation Square. Melbourne Cricket Ground (MCG) is a 7-minute drive away.

Guest rooms offer both air conditioning and heating facilities. Each is equipped with a fridge, a microwave and ironing equipment. The en suite bathroom has toiletries and a hairdryer.

The staff at the reception can help arrange for airport shuttle services. Laundry services are offered.",-37.815939624213385,https://www.booking.com/hotel/au/the-city-square-motel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=110&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780363&all_sr_blocks=34016703_389262197_2_0_0&highlighted_blocks=34016703_389262197_2_0_0&matching_block_id=34016703_389262197_2_0_0&sr_pri_blocks=34016703_389262197_2_0_0__16900&from=searchresults,144.96661260724068,169,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Double Room,1 large double bed,6.1,Review,2362,"Melbourne CBD, Melbourne",City Square Motel
